id,section,number,type,knowledge_area,source_group,source_collection,source_name,source_question,question,options,correct_labels,answer_text,source_answer_labels,source_answer_text,verification_status,verification_note,reasoning,dmbok_evidence,dmbok_2017_pages,dmbok_revised_pages,dmbok_revised_section,simulator_eligible
practice-test-1-q043,Practice Test 1,43,multi-select,Data Security,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),43,"To mitigate risks, implement a network-based audit appliance, which can address most of the weaknesses associated with the native audit tools. This kind of appliance has the following benefits:",A. High performance | B. Separation of duties | C. Granular transaction tracking | D. Transaction time,A; B; C,High performance; Separation of duties; Granular transaction tracking,A; B; C,High performance; Separation of duties; Granular transaction tracking,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.","To mitigate the risks, implement a network-based audit appliance, which can address most of the weaknesses associated with native audit tools but does not take the place of regular audits by trained auditors.",254; 255,244,2.3.5.3.2 Monitor User Authentication and Access Behavior,True
practice-test-1-q044,Practice Test 1,44,multiple-choice,Data Security,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),44,"Data security internal audits, which ensure data security and regulatory compliance policies are followed, should be conducted regularly and consistently.",A. True | B. False,A,True,A,True,verified,,"The statement is True. The cited DMBOK material defines or describes the concept in a way that supports the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.",Internal audits of activities to ensure data security and regulatory compliance policies are followed should be conducted regularly and consistently.,255,245,2.3.5.4.2 Audit Data Security and Compliance Activities,True
practice-test-1-q045,Practice Test 1,45,multiple-choice,Data Integration and Interoperability,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),45,An organization will create and uncover valuable Metadata during the process of developing Data Integration and Interoperability solutions.,A. True | B. False,A,True,A,True,verified,,"The statement is True. The cited DMBOK material defines or describes the concept in a way that supports the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.",C H A P T E R 8 Data Integration and Interoperability,293,257,Data Integration and Interoperability,True
practice-test-1-q046,Practice Test 1,46,multi-select,Data Integration and Interoperability,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),46,"A Metadata repository contains information about the data in an organization, including:",A. Hierarchical | B. Data structure | C. Warped | D. Content | E. Business rules for managing data | F. None of the above,B; D; E,Data structure; Content; Business rules for managing data,B; D; E,Data structure; Content; Business rules for managing data,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.","A Metadata repository contains information about the data in an organization, including data structure, content, and the business rules for managing the data.",296,282,3.7 Metadata Repository,True
practice-test-1-q047,Practice Test 1,47,multiple-choice,Data Integration and Interoperability,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),47,Data lineage is useful to the development of the data governance strategy.,A. True | B. False,B,False,B,False,verified,,"The statement is False. The cited DMBOK material defines or describes the concept in a way that does not support the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.",Data lineage is useful to the development of DII solutions.,298,285,6.2 DII and Data Lineage,True
practice-test-1-q048,Practice Test 1,48,multiple-choice,Data Integration and Interoperability,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),48,Orchestration is the term used to describe how multiple processes are organized and executed in a system.,A. True | B. False,A,True,A,True,verified,,"The statement is True. The cited DMBOK material defines or describes the concept in a way that supports the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.",Orchestration is the term used to describe how multiple processes are organized and executed in a system.,282,269,1.3.7.2 Orchestration and Process Controls,True
practice-test-1-q049,Practice Test 1,49,multi-select,Data Integration and Interoperability,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),49,Possible application coupling designs include:,A. Value coupling | B. Relaxed coupling | C. Tight coupling | D. Loose coupling,C; D,Tight coupling; Loose coupling,C; D,Tight coupling; Loose coupling,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.",Data stores are updated only by their Process A Process B Process A Process B Service Tight Coupling Loose Coupling API API Figure 69 illustrates a possible loose coupling design.,282,269,1.3.7.3 Enterprise Application Integration (EAI),True
practice-test-1-q050,Practice Test 1,50,multiple-choice,Data Integration and Interoperability,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),50,Coupling describes the degree to which two systems are intertwined.,A. True | B. False,A,True,A,True,verified,,"The statement is True. The cited DMBOK material defines or describes the concept in a way that supports the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.",Coupling describes the degree to which two systems are entwined.,281,268,1.3.7.1 Application Coupling,True
practice-test-1-q051,Practice Test 1,51,multiple-choice,Document and content management,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),51,"JSON is an open, lightweight standard format for data interchange.",A. True | B. False,A,True,A,True,verified,,"The statement is True. The cited DMBOK material defines or describes the concept in a way that supports the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.","JSON (JavaScript Object Notation) is an open, lightweight standard format for data interchange.",334,317,3.4.2 JSON,True
practice-test-1-q052,Practice Test 1,52,multi-select,Document and content management,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),52,"Defining quality content requires understanding the context of its production and use, including:",A. Timing | B. Producers | C. Consumers | D. Delivery | E. Format | F. None of the above,A; B; C; D; E,Timing; Producers; Consumers; Delivery; Format,A; B; C; D; E,Timing; Producers; Consumers; Delivery; Format,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.",Defining quality content requires understanding the context of its production and use.,342,324,6.3 Govern for Quality Content,True
practice-test-1-q053,Practice Test 1,53,multiple-choice,Document and content management,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),53,One common KPI of e-discovery is cost reduction.,A. True | B. False,A,True,A,True,verified,,"The statement is True. The cited DMBOK material defines or describes the concept in a way that supports the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.",One common KPI of e-discovery is cost reduction.,343,325,6.4.2 E-discovery,True
practice-test-1-q054,Practice Test 1,54,multiple-choice,Document and content management,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),54,XML is the abbreviation for standard mark-up language.,A. True | B. False,B,False,B,False,verified,,"The statement is False. The cited DMBOK material defines or describes the concept in a way that does not support the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.","XML requires translating the structure of the data into a document structure for data exchange. JSON (JavaScript Object Notation) is an open, lightweight standard format for data interchange.",334,316; 317,3.4.1 XML,True
practice-test-1-q055,Practice Test 1,55,multi-select,Document and content management,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),55,ANSI 859 recommends taking into account the following criteria when determining which control level applies to a data asset:,"A. Consequences of change to the enterprise or project | B. Project impact, if change will have significant cost or schedule consequences | C. Cost of providing and updating the asset | D. Need to reuse the asset or earlier versions of the assets",A; B; C; D,"Consequences of change to the enterprise or project; Project impact, if change will have significant cost or schedule consequences; Cost of providing and updating the asset; Need to reuse the asset or earlier versions of the assets",A; B; C; D,"Consequences of change to the enterprise or project; Project impact, if change will have significant cost or schedule consequences; Cost of providing and updating the asset; Need to reuse the asset or earlier versions of the assets",verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.","ANSI 859 recommends taking into account the following criteria when determining which control level applies to a data asset: • Cost of providing and updating the asset • Project impact, if changes will have significant cost or schedule consequences • Other consequences of change to the enterprise or project • Need to reuse the asset or earlier versions of…",327,310,2.2.2 Manage Versioning and Control,True
practice-test-1-q056,Practice Test 1,56,multiple-choice,Document and content management,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),56,"Resource Description Framework (RDF), a common framework used to describe information about any Web resource, is a standard model for data interchange in the Web.",A. True | B. False,A,True,A,True,verified,,"The statement is True. The cited DMBOK material defines or describes the concept in a way that supports the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.","Resource Description Framework (RDF), a common framework used to describe information about any Web resource, is a standard model for data interchange on the Web. 52 W3C, “Resource Description Framework (RDF),” http://bit.ly/1k9btZQ.",335,317; 318,3.4.3 RDF and Related W3C Specifications,True
practice-test-1-q057,Practice Test 1,57,multi-select,Reference and master data,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),57,Managing business party Master Data poses these unique challenges:,A. Difficulties in unique identification | B. Difficulties in unique dimensions | C. The number of data sources and the differences between them | D. Reference data anomaly detection,A; C; D,Difficulties in unique identification; The number of data sources and the differences between them; Reference data anomaly detection,A; C; D,Difficulties in unique identification; The number of data sources and the differences between them; Reference data anomaly detection,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.","Regardless of industry or focus, managing business party Master Data poses unique challenges: • The complexity of roles and relationships played by individuals and organizations • Difficulties in unique identification • The number of data sources and the differences between them • The multiple mobile and social communications channels • The importance of…",366,347,1.3.3.5 Party Master Data,True
practice-test-1-q058,Practice Test 1,58,multi-select,Reference and master data,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),58,Different types of product Master Data solutions include:,A. Product Data in Enterprise Resource Planning (ERP) | B. Product data in Manufacturing Execution Systems (MES) | C. Product Lifecycle Management (PLM) | D. People Lifecycle Product Management (PLPM) | E. None of the above,A; B; C,Product Data in Enterprise Resource Planning (ERP); Product data in Manufacturing Execution Systems (MES); Product Lifecycle Management (PLM),A; B; C,Product Data in Enterprise Resource Planning (ERP); Product data in Manufacturing Execution Systems (MES); Product Lifecycle Management (PLM),verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.",Different types of product Master Data solutions support different business functions.,367; 368,348,1.3.3.8 Product Master Data,True
practice-test-1-q059,Practice Test 1,59,multiple-choice,Reference and master data,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),59,"Location Master Data includes business party addresses and business party location, as well as facility addresses for locations owned by organizations.",A. True | B. False,A,True,A,True,verified,,"The statement is True. The cited DMBOK material defines or describes the concept in a way that supports the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.","• Location Master Data includes business party addresses and business party location, as well as facility addresses for locations owned by the organization.",368,348,1.3.3.9 Location Master Data,True
practice-test-1-q060,Practice Test 1,60,multi-select,Reference and master data,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),60,"There are three basic approaches to implementing a Master Data hub environment, including:",A. Transaction hub | B. Compliance hub | C. Consolidated hub | D. Emotions hub | E. Location hub | F. Registry,A; C; F,Transaction hub; Consolidated hub; Registry,A; C; F,Transaction hub; Consolidated hub; Registry,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.",Figure 77 Master Data Sharing Architecture Example Each of the three basic approaches to implementing a Master Data hub environment has pros and cons: • A Registry is an index that points to Master Data in the various systems of record. There are several basic architectural approaches to reference and Master Data integration.,369; 370,349; 350,1.3.4 Data Sharing Architecture,True
practice-test-1-q061,Practice Test 1,61,multiple-choice,Reference and master data,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),61,All organizations have the same Master Data Management Drivers and obstacles.,A. True | B. False,B,False,B,False,verified,,"The statement is False. The cited DMBOK material defines or describes the concept in a way that does not support the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.",Prioritize Master Data efforts based on cost / benefit of proposed improvements and on the relative complexity of the Master Data subject area.,371,351,2.1.1 Define MDM Drivers and Requirements,True
practice-test-1-q062,Practice Test 1,62,multi-select,Reference and master data,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),62,Type of Reference Data Changes include:,A. Creation of new Reference Data sets | B. Business model changes on column level | C. Row level changes to internal Reference Data sets | D. Row level changes to external Reference Data sets | E. Structural changes to external Reference Data sets | F. None of the above,A; C; D; E,Creation of new Reference Data sets; Row level changes to internal Reference Data sets; Row level changes to external Reference Data sets; Structural changes to external Reference Data sets,A; C; D; E,Creation of new Reference Data sets; Row level changes to internal Reference Data sets; Row level changes to external Reference Data sets; Structural changes to external Reference Data sets,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.",Types of changes include: • Row level changes to external Reference Data sets • Structural changes to external Reference Data sets • Row level changes to internal Reference Data sets • Structural changes to internal Reference Data sets • Creation of new Reference Data sets Changes can be planned / scheduled or ad hoc.,377,357,4.3 Manage Reference Data Change,True
practice-test-1-q063,Practice Test 1,63,multiple-choice,Reference and master data,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),63,Sharing and using Reference and Master Data requires collaboration between multiple parties internal to the organization and sometimes with parties external to it.,A. True | B. False,B,False,B,False,verified,,"The statement is False. The cited DMBOK material defines or describes the concept in a way that does not support the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.",Sharing and using Reference and Master Data across an organization requires collaboration between multiple parties internal to the organization and sometimes with parties external to it.,377,357,4.4 Data Sharing Agreements,True
practice-test-1-q064,Practice Test 1,64,multiple-choice,Reference and master data,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),64,Those responsible for the data-sharing environment have an obligation to downstream data consumers to provide high quality data.,A. True | B. False,A,True,A,True,verified,,"The statement is True. The cited DMBOK material defines or describes the concept in a way that supports the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.",Those responsible for the data-sharing environment have an obligation to downstream data consumers to provide high quality data.,377,357,4.4 Data Sharing Agreements,True
practice-test-1-q065,Practice Test 1,65,multi-select,Reference and master data,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),65,Metrics tied to Reference and Master Data Quality include:,A. Service level agreements | B. Data sharing volume and usage | C. Implementing data management training | D. Data steward coverage | E. Data ingestion and consumption | F. Addressing all queries,A; B; D; E,Service level agreements; Data sharing volume and usage; Data steward coverage; Data ingestion and consumption,A; B; D; E,Service level agreements; Data sharing volume and usage; Data steward coverage; Data ingestion and consumption,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.",• Data sharing volume and usage: Data ingestion and consumption volumes need to be tracked to determine the effectiveness of the data-sharing environment.,379,359,6.1 Metrics,True
practice-test-1-q066,Practice Test 1,66,multiple-choice,Reference and master data,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),66,"In the Data Warehousing and Business Intelligence Context Diagram, a primary deliverable is the DW and BI Architecture.",A. True | B. False,A,True,A,True,verified,,"The statement is True. The cited DMBOK material defines or describes the concept in a way that supports the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.",Data Warehousing & Business Intelligence Reference & Master Data Document & Content Management Data Integration & Interoperability Data Security Data Storage & Operations Data Modeling & Design Data Architecture Data Quality Metadata Data Governance DAMA-DMBOK2 Data Management Framework Copyright © 2017 by DAMA International I Figure 75 Context Diagram: Reference and Master Data Definition: Managing reconciled and integrated data through stewardship and semantic consistency in support of enterprise-wide needs to share its data assets.,382,329; 330,Reference and master data,True
practice-test-1-q067,Practice Test 1,67,multi-select,Data warehouse and business intelligence,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),67,"The implementation of a Data Warehouse should follow guiding principles, including:",A. Collaborate | B. One size does not fit all | C. Focus on the business goals | D. Contracts | E. Data Efficiency | F. Start with the end in mind,A; B; C; F,Collaborate; One size does not fit all; Focus on the business goals; Start with the end in mind,A; B; C; F,Collaborate; One size does not fit all; Focus on the business goals; Start with the end in mind,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.",Organizations implement data warehouses in order to: • Support Business Intelligence activity • Enable effective business analysis and decision-making • Find ways to innovate based on insights from their data The implementation of a Data Warehouse should follow these guiding principles: • Focus on business goals: Make sure DW serves organizational… • One size does not fit all: Use the right tools and products for each group of data consumers.,383; 384,363; 364,1.2 Goals and Principles,True
practice-test-1-q068,Practice Test 1,68,multiple-choice,Data warehouse and business intelligence,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),68,"The Data Warehouse (DW) is a combination of three primary components: An integrated decision support database, related software programs and business intelligence reports.",A. True | B. False,B,False,B,False,verified,,"The statement is False. The cited DMBOK material defines or describes the concept in a way that does not support the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.","A Data Warehouse (DW) is a combination of two primary components: An integrated decision support database and the related software programs used to collect, cleanse, transform, and store data from a variety of operational and external sources.",384,364,1.3.2 Data Warehouse,True
practice-test-1-q069,Practice Test 1,69,multiple-choice,Data warehouse and business intelligence,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),69,"Data Warehouse describes the operational extract, cleansing, transformation, control and load processes that maintain the data in a data warehouse.",A. True | B. False,A,True,A,True,verified,,"The statement is True. The cited DMBOK material defines or describes the concept in a way that supports the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.","Data Warehousing describes the operational extract, cleansing, transformation, control, and load processes that maintain the data in a data warehouse.",385,364,1.3.3 Data Warehousing,True
practice-test-1-q070,Practice Test 1,70,multi-select,Data warehouse and business intelligence,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),70,Elements that point to differences between warehouses and operational systems include:,A. Data security standards | B. Integrated | C. Subject-orientated | D. Historical | E. Data quality | F. Non-volatile,B; C; D; E,Integrated; Subject-orientated; Historical; Data quality,B; C; D; E,Integrated; Subject-orientated; Historical; Data quality,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.","The component parts of Inmon’s definition of a data warehouse, “a subject oriented, integrated, time variant, and nonvolatile collection of summary and detailed historical data,” describe the concepts that support the CIF and point to the differences between warehouses and operational systems.",386,365,1.3.5 Corporate Information Factory (Inmon),True
practice-test-1-q071,Practice Test 1,71,multi-select,Data warehouse and business intelligence,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),71,Corporate Information Factory (CIF) components include:,A. Objectives | B. Data marts | C. Staging Area | D. Contributions to business objectives | E. Reduction of risk | F. Operational Reports,B; C; F,Data marts; Staging Area; Operational Reports,B; C; F,Data marts; Staging Area; Operational Reports,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.",Figure 80 The Corporate Information Factory Reference Data DM DM DM DW Op DM ODS App App App App Analysis Historical Reference Data Operational Reports (per App) Operational Reports (integrated) Integration & Transformation Raw Detailed Data Exploratory Analysis Operational Analysis Applications Data Marts CIF components include: • Applications: Applications perform operational processes.,386; 387,366; 367,1.3.5 Corporate Information Factory (Inmon),True
practice-test-1-q072,Practice Test 1,72,multi-select,Data warehouse and business intelligence,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),72,"The DW encompasses all components in the data staging and data presentation areas, including:",A. Operational source system | B. Technology source system | C. Data staging area | D. Data presentation area | E. Data access tools | F. All of the above,A; C; D; E,Operational source system; Data staging area; Data presentation area; Data access tools,A; C; D; E,Operational source system; Data staging area; Data presentation area; Data access tools,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.",• Data staging area: Kimball’s staging includes the set of processes needed to integrate and transform data for presentation. Operational Source Systems Data Staging Area Data Presentation Area Data Access Tools Extract Extract Extract Extract Load Load Load Load Data Mart #1 Data Mart #2 Data Mart #N Access Access Access Access SERVICES:  Clean  Combine  Standardize  Conform Dimensions REPORT WRITERS ANALYTICAL APPLICATIONS MODELS: Forecasting Scoring Data Mining AD-HOC…,389,369,1.3.6 Dimensional DW (Kimball),True
practice-test-1-q073,Practice Test 1,73,multi-select,Data warehouse and business intelligence,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),73,"The warehouse has a set of storage areas, including:",A. Operational data store (ODS) | B. Data marts | C. Cubes | D. Staging area | E. Consistent object attributes | F. Central warehouse,A; B; C; D; F,Operational data store (ODS); Data marts; Cubes; Staging area; Central warehouse,A; B; C; D; F,Operational data store (ODS); Data marts; Cubes; Staging area; Central warehouse,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.",The warehouse has a set of storage areas: • Staging area: A staging area is an intermediate data store between an original data source and the centralized data repository. Figure 82 Conceptual DW/BI and Big Data Architecture © DATALEADERS.ORG Report Interact Compare Evaluate Predict Learn Data Visualization DaaS Big Data Results MDM Reference & Master Data Conformed Dimensions Data Warehouse Data Mastering Data Quality Intervention Enrichment & Augmentation Sources BI Conceptual DW/BI and Big Data Architecture Application…,391; 392,370; 371,1.3.7.3 Data Storage Areas,True
practice-test-1-q074,Practice Test 1,74,multiple-choice,Data warehouse and business intelligence,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),74,Data warehouses are often loaded and serviced by a nightly batch window.,A. True | B. False,A,True,A,True,verified,,"The statement is True. The cited DMBOK material defines or describes the concept in a way that supports the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.",Data Warehouses are often loaded daily and serviced by a nightly batch window.,393,372,1.3.8.2 Batch Change Data Capture,True
practice-test-1-q075,Practice Test 1,75,multiple-choice,Data warehouse and business intelligence,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),75,"In gathering requirements for DW/BI projects, begin with the data goals and strategies first.",A. True | B. False,B,False,B,False,verified,,"The statement is False. The cited DMBOK material defines or describes the concept in a way that does not support the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.","In gathering requirements for DW/BI projects, begin with business goals and strategy.",395,374,2.1 Understand Requirements,True
practice-test-1-q076,Practice Test 1,76,multi-select,Metadata management,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),76,Metadata management solutions include architectural layers including:,A. Metadata delivery | B. Metadata integration | C. Metadata usage | D. Metadata Sales | E. Metadata Marketing | F. Metadata control and management,A; B; C; F,Metadata delivery; Metadata integration; Metadata usage; Metadata control and management,A; B; C; F,Metadata delivery; Metadata integration; Metadata usage; Metadata control and management,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.","Conceptually, all Metadata management solutions include architectural layers that correspond to points in the Metadata lifecycle: • Metadata creation and sourcing • Metadata storage in one or more repositories • Metadata integration • Metadata delivery • Metadata usage • Metadata control and management Different architectural approaches can be used to source, store, integrate, maintain, and make Metadata accessible to consumers.",431,407; 408,1.3.6 Types of Metadata Architecture,True
practice-test-1-q077,Practice Test 1,77,multiple-choice,Metadata management,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),77,An input in the Metadata management context diagram does not include:,A. Business requirements | B. Business metadata | C. Technical metadata | D. Metadata standards | E. Process Metadata,D,Metadata standards,D,Metadata standards,verified,,"The correct option matches the DMBOK definition, relationship, or classification used on the cited page(s). The distractors either omit a required element, add an unsupported qualifier, or describe a neighboring concept rather than the one asked for.",C H A P T E R 12 Metadata Management Apply Metadata Standards (C) 3.,419,395; 396,Metadata management,True
practice-test-1-q078,Practice Test 1,78,multi-select,Metadata management,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),78,Poorly managed metadata leads to:,A. Document inefficiencies | B. Redundant data and data management processes | C. Doubt about the reliability of metadata and data | D. Redundant master data | E. Row-orientated metadata | F. Graph metadata issues,B; C,Redundant data and data management processes; Doubt about the reliability of metadata and data,B; C,Redundant data and data management processes; Doubt about the reliability of metadata and data,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.","Poorly managed Metadata leads to: • Redundant data and data management processes • Replicated and redundant dictionaries, repositories, and other Metadata storage • Inconsistent definitions of data elements and risks associated with data misuse • Competing and conflicting sources and versions of Metadata which reduce the confidence of data consumers • Doubt…",420,398,1.1 Business Drivers,True
practice-test-1-q079,Practice Test 1,79,multi-select,Metadata management,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),79,"Metadata is described using three sets od categories, including:",A. Conceptual Metadata | B. Descriptive Metadata | C. Structural Metadata | D. Generic Metadata | E. Administrative metadata,B; C; E,Descriptive Metadata; Structural Metadata; Administrative metadata,B; C; E,Descriptive Metadata; Structural Metadata; Administrative metadata,verified,,"The correct selections match the elements, principles, activities, or examples associated with the concept on the cited DMBOK page(s). The remaining choices either introduce a different concept, reverse a condition, or fall outside the set being tested.","Outside of information technology, for example, in library or information science, Metadata is described using a different set of categories: • Descriptive Metadata (e.g., title, author, and subject) describes a resource and enables identification and retrieval.",422,400,1.3.2 Types of Metadata,True
practice-test-1-q080,Practice Test 1,80,multiple-choice,Metadata management,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),80,Technical metadata describes details of the processing and accessing of data.,A. True | B. False,B,False,B,False,verified,,"The statement is False. The cited DMBOK material defines or describes the concept in a way that does not support the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.","Operational Metadata describes details of the processing and accessing of data. Technical Metadata provides information about the technical details of data, the systems that store data, and the processes that move it within and between systems.",423,400; 401,1.3.2.3 Operational Metadata,True
practice-test-1-q081,Practice Test 1,81,multiple-choice,Metadata management,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),81,SOA stands for:,A. Service orientated architecture | B. Service orchestrated architecture | C. Service orientated access | D. Service overall architecture,A,Service orientated architecture,A,Service orientated architecture,verified,,"The correct option matches the DMBOK definition, relationship, or classification used on the cited page(s). The distractors either omit a required element, add an unsupported qualifier, or describe a neighboring concept rather than the one asked for.",A service registry manages and stores the technical information about services and service end-points from a service-oriented architecture (SOA) perspective.,430,407,1.3.5.14 Service Registries,True
practice-test-1-q082,Practice Test 1,82,multiple-choice,Metadata management,Original 490,Original,CDMP - Data Management Fundamentals Exam Questions (Z-Library),82,"An advantage of a centralized repository include: Quick metadata retrieval, since the repository and the query reside together.",A. True | B. False,A,True,A,True,verified,,"The statement is True. The cited DMBOK material defines or describes the concept in a way that supports the wording in the question. Pay attention to the exact scope, qualifiers, and terminology used by DMBOK.","Advantages of a centralized repository include: • High availability, since it is independent of the source systems • Quick Metadata retrieval, since the repository and the query reside together • Resolved database structures not affected by the proprietary nature of third party or commercial systems • Extracted Metadata may be transformed, customized, or…",431,408,1.3.6.1 Centralized Metadata Architecture,True
